ident,name,coordinates,iso_country,iata_code
LFRM,Le Mans-Arnage Airport,"0.201666996, 47.94860077",FR,LME
LFRN,Rennes-Saint-Jacques Airport,"-1.734789968, 48.06949997",FR,RNS
LFRO,Lannion-Côte de Granit Airport,"-3.471659899, 48.75439835",FR,LAI
LFRP,Ploërmel Loyat Airport,"-2.377219915, 48.00279999",FR,
LFRQ,Quimper-Cornouaille Airport,"-4.167789936, 47.97499847",FR,UIP
LFRS,Nantes Atlantique Airport,"-1.610730052, 47.15319824",FR,NTE
LFRT,Saint-Brieuc-Armor Airport,"-2.854439974, 48.53779984",FR,SBK
LFRU,Morlaix-Ploujean Airport,"-3.815779924, 48.60319901",FR,MXN
LFRV,Vannes-Meucon Airport,"-2.71855998, 47.72330093",FR,VNE
LFRW,Avranches Le Val St Père Airport,"-1.404440045, 48.6617012",FR,
LFRZ,Saint-Nazaire-Montoir Airport,"-2.149179935, 47.31219864",FR,SNR
LFSA,Besançon–Thise Airport,"6.084169865, 47.27470016",FR,
LFSB,EuroAirport Basel-Mulhouse-Freiburg Airport,"7.529910088, 47.58959961",FR,BSL
LFSC,Colmar-Meyenheim Air Base,"7.399670124, 47.92200089",FR,
LFSD,Dijon-Bourgogne Airport,"5.090000153, 47.26890183",FR,DIJ
LFSE,Épinal Dogneville Airport,"6.449170113, 48.2118988",FR,
LFSF,Metz-Frescaty (BA 128) Air Base,"6.131669998, 49.07170105",FR,MZM
LFSG,Épinal-Mirecourt Airport,"6.069980145, 48.32500076",FR,EPL
LFSH,Haguenau Airport,"7.817609787, 48.79430008",FR,
LFSI,Saint-Dizier-Robinson (BA 113) Air Base,"4.899419785, 48.63600159",FR,
LFSJ,Sedan Douzy Airport,"5.037779808, 49.65969849",FR,
LFSK,Vitry Le François Vauclerc Airport,"4.684440136, 48.70330048",FR,
LFSL,Toul Rosières Air Base,"5.980000019, 48.77999878",FR,
LFSM,Montbéliard-Courcelles Airport,"6.790540218, 47.48699951",FR,XMF
LFSN,Nancy-Essey Airport,"6.230460167, 48.69210052",FR,ENC
LFSO,Nancy-Ochey (BA 133) Air Base,"5.954999924, 48.58309937",FR,
LFSP,Pontarlier Airport,"6.327370167, 46.90399933",FR,
LFSQ,Fontaine Airport,"7.010829926, 47.6556015",FR,BOR
LFSR,Reims-Champagne (BA 112) Airport,"4.050000191, 49.31000137",FR,RHE
LFST,Strasbourg Airport,"7.628230095, 48.53829956",FR,SXB
LFSU,Langres Rolampont Airport,"5.295000076, 47.96559906",FR,
LFSV,Pont St Vincent Airport,"6.057779789, 48.60139847",FR,
LFSW,Épernay Plivot Airport,"4.086939812, 49.00529861",FR,
LFSX,Luxeuil-Saint-Sauveur (BA 116) Air Base,"6.364059925, 47.78310013",FR,
LFSY,Cessy Baigneux les Juifs Airfield,"4.6175, 47.609722",FR,
LFSZ,Vittel Champ De Course Airport,"5.935279846, 48.22389984",FR,VTL
LFTF,Cuers-Pierrefeu Airport,"6.126699924, 43.24779892",FR,
LFTH,Toulon-Hyères Airport,"6.146029949, 43.09730148",FR,TLN
LFTM,Serres - La Bâtie-Montsaléon Airport,"5.728330135, 44.45830154",FR,
LFTN,La Grand'combe Airport,"4.012219906, 44.24440002",FR,
LFTP,Puimoisson Airport,"6.164720058, 43.87030029",FR,
LFTQ,Châteaubriant Pouancé Airport,"-1.188060045, 47.74060059",FR,
LFTR,Toulo(St Mandrier Navy) Airport,"5.933819771, 43.08269882",FR,
LFTU,Fréjus Airport,"6.7357, 43.4175",FR,FRJ
LFTW,Nîmes-Arles-Camargue Airport,"4.416349888, 43.75740051",FR,FNI
LFTZ,La Môle Airport,"6.481999874, 43.20539856",FR,LTT
LFVM,Miquelon Airport,"-56.38029861, 47.09550095",PM,MQC
LFVP,St Pierre Airport,"-56.17309952, 46.76290131",PM,FSP
LFXA,Ambérieu Airport (BA 278),"5.328440189, 45.98730087",FR,
LFXB,Saintes Thénac Airport,"-0.636111021, 45.70190048",FR,
LFXC,Vittel (Auzainvilliers) Airport,"5.843019962, 48.22859955",FR,
LFXG,Bitche Airport,"7.449999809, 49.06669998",FR,
LFXH,Le Valdahon Air Base,"6.349999905, 47.16669846",FR,
LFXI,Apt St Christol Airport,"5.494999886, 44.05329895",FR,
LFXM,Mourmelon Airport,"4.366940022, 49.1114006",FR,
LFXQ,Coëtquidan Air Base,"-2.192300081, 47.94660187",FR,
LFXR,Rochefort Soubise Airport,"-0.995278001, 45.93080139",FR,
LFXU,Les Mureaux Airport,"1.942780018, 48.99829865",FR,
LFYD,Damblain Airport,"5.664060116, 48.0862999",FR,
LFYG,Cambrai Niergnies Airport,"3.265000105, 50.14250183",FR,
LFYH,Broye Les Pesmes Airport,"5.516670227, 47.31669998",FR,
LFYK,Marville Montmédy Airport,"5.402500153, 49.45920181",FR,
LFYL,Lure Malbouhans Airport,"6.545829773, 47.70470047",FR,
LFYM,Marigny Le Grand Airport,"3.833889961, 48.65999985",FR,
LFYR,Romorantin Pruniers Airport,"1.68888998, 47.32080078",FR,
LFYS,Ste Léocadie Airport,"2.010829926, 42.44720078",FR,
LFYT,Saint-Simon - Clastres Air Base,"3.216670036, 49.75",FR,
LG53,Lamia Airport,"22.43499947, 38.87459946",GR,
LG54,Tympaki Airport,"24.76740074, 35.06370163",GR,
LG55,Triodhon Airport,"21.99040031, 37.09410095",GR,
LG56,Olimboi Airport,"25.93919945, 38.23609924",GR,
LGAD,Andravida Airport,"21.29260063, 37.92070007",GR,PYR
LGAG,Agrinion Airport,"21.3512001, 38.60200119",GR,AGQ
LGAL,Dimokritos Airport,"25.95630074, 40.85589981",GR,AXD
LGAM,Amphiali Heliport,"23.53039932, 37.97159958",GR,
LGAT,Athen Helenikon Airport,"23.72610092, 37.8932991",GR,HEW
LGAV,Eleftherios Venizelos International Airport,"23.94449997, 37.93640137",GR,ATH
LGAX,Alexandria Airport,"22.48870087, 40.65110016",GR,
LGBL,Nea Anchialos Airport,"22.79430008, 39.21960068",GR,VOL
LGE,Mulan Airport,"127.619, -20.1089",AU,LGE
LGEL,Elefsis Airport,"23.55599976, 38.06380081",GR,
LGEP,Epitalion Airport,"21.49810028, 37.61389923",GR,
LGHI,Chios Island National Airport,"26.1406002, 38.34320068",GR,JKH
LGHL,Porto Cheli Airport,"23.14780045, 37.29750061",GR,PKH
LGIK,Ikaria Airport,"26.3470993, 37.68270111",GR,JIK
LGIO,Ioannina Airport,"20.82250023, 39.69639969",GR,IOA
LGIR,Heraklion International Nikos Kazantzakis Airport,"25.18029976, 35.33969879",GR,HER
LGKA,Kastoria National Airport,"21.28219986, 40.44630051",GR,KSO
LGKC,Kithira Airport,"23.0170002, 36.27429962",GR,KIT
LGKF,Kefallinia Airport,"20.50049973, 38.12009811",GR,EFL
LGKJ,Kastelorizo Airport,"29.57640076, 36.14170074",GR,KZS
LGKL,Kalamata Airport,"22.02549934, 37.06829834",GR,KLX
LGKM,Amigdhaleon Airport,"24.34140015, 40.97280121",GR,
LGKN,Marathon Kotroni Airport,"23.9510994, 38.13779831",GR,
LGKO,Kos Airport,"27.0916996, 36.79330063",GR,KGS
LGKP,Karpathos Airport,"27.14599991, 35.42139816",GR,AOK
LGKR,Ioannis Kapodistrias International Airport,"19.9116993, 39.60189819",GR,CFU
LGKS,Kasos Airport,"26.90999985, 35.42139816",GR,KSJ
LGKV,Alexander the Great International Airport,"24.61919975, 40.91329956",GR,KVA
LGKY,Kalymnos Airport,"26.94059944, 36.9632988",GR,JKL
LGKZ,Filippos Airport,"21.84079933, 40.28609848",GR,KZI
LGLE,Leros Airport,"26.8003006, 37.18489838",GR,LRS
LGLM,Limnos Airport,"25.23629951, 39.917099",GR,LXS
LGLR,Larisa Airport,"22.4655, 39.650253",GR,LRA
LGLX,Piraeus Heliport,"23.57480049, 37.9917984",GR,
LGM,Laiagam Airport,"143.488, -5.4923",PG,LGM
LGMG,Megara Airport,"23.36540031, 37.98109818",GR,
LGMK,Mikonos Airport,"25.34810066, 37.43510056",GR,JMK
LGML,Milos Airport,"24.4769001, 36.69689941",GR,MLO
LGMR,Marathon Wasser Airport,"24.01280022, 38.14390182",GR,
LGMT,Mytilene International Airport,"26.59830093, 39.05670166",GR,MJT
LGN,Linga Linga Airport,"149.7341667, -5.531944444",PG,LGN
LGNX,Naxos Airport,"25.36809921, 37.08110046",GR,JNX
LGPA,Paros Airport,"25.12809944, 37.01029968",GR,PAS
LGPL,Astypalaia Airport,"26.37579918, 36.57989883",GR,JTY
LGPZ,Aktion National Airport,"20.76530075, 38.92549896",GR,PVK
LGRD,Maritsa Airport,"28.10890007, 36.3830986",GR,
LGRP,Diagoras Airport,"28.08620071, 36.40539932",GR,RHO
LGRS,Logan Reserve Airport,"153.1049957, -27.70829964",AU,
LGRX,Araxos Airport,"21.42560005, 38.15110016",GR,GPA
LGSA,Chania International Airport,"24.14970016, 35.53170013",GR,CHQ
LGSD,Sedes Airport,"23.02529907, 40.53310013",GR,
LGSK,Skiathos Island National Airport,"23.50370026, 39.17710114",GR,JSI
LGSM,Samos Airport,"26.9116993, 37.68999863",GR,SMI
LGSO,Syros Airport,"24.95089912, 37.42279816",GR,JSY
LGSP,Sparti Airport,"22.52630043, 36.97389984",GR,SPJ
LGSR,Santorini Airport,"25.47929955, 36.39920044",GR,JTR
LGST,Sitia Airport,"26.10129929, 35.21609879",GR,JSH
LGSV,Stefanovikion Airport,"22.76720047, 39.47999954",GR,
LGSY,Skiros Airport,"24.48719978, 38.96760178",GR,SKU
LGTG,Tanagra Airport,"23.56500053, 38.33980179",GR,
LGTL,Kasteli Airport,"25.32699966, 35.19200134",GR,
LGTP,Tripolis Airport,"22.40360069, 37.5306015",GR,
LGTS,Thessaloniki Macedonia International Airport,"22.97089958, 40.5196991",GR,SKG
LGTT,Tatoi Airport,"23.78380013, 38.10889816",GR,
LGVO,Volos Army Airport,"22.91740036, 39.38389969",GR,
LGZA,Dionysios Solomos Airport,"20.88430023, 37.75090027",GR,ZTH
LH0,Hertelendy Kastely Field,"17.42852211, 46.37210224",HU,
LH58,Csákvár Airport,"18.43000031, 47.35089874",HU,
LHBA,Balassagyarmat Airport,"19.32174873, 48.07803726",HU,
LHBC,Békéscsaba Glider Airport,"21.16220093, 46.67580032",HU,
LHBP,Budapest Ferenc Liszt International Airport,"19.25559998, 47.43690109",HU,BUD
LHBS,Budaörs Glider Airport,"18.98060036, 47.4510994",HU,
LHDC,Debrecen International Airport,"21.61529922, 47.48889923",HU,DEB
LHDK,Dunakeszi Airport,"19.1432991, 47.61389923",HU,
LHDV,Dunaújváros Glider Airport,"18.91390038, 46.89580154",HU,
LHEC,Érsekcsanád Airport,"18.92102242, 46.24624252",HU,
LHEM,Esztergom Airport,"18.72170067, 47.77280045",HU,
LHER,Eger Airport,"20.4055, 47.9052",HU,
LHFH,Farkashegy Airport,"18.91469955, 47.48690033",HU,
LHFM,Fertőszentmiklós Airport,"16.84539986, 47.58280182",HU,
LHGD,Gödöllő Airport,"19.33860016, 47.57099915",HU,
LHGM,Gyomai Airport,"20.8831234, 46.95616531",HU,
LHGR,Gyúró Airport,"18.75786, 47.3914",HU,
LHGY,Gyöngyös Pipishegy Airport,"19.9776001, 47.8144989",HU,
LHHH,Hármashatárhegy Airport,"18.97870064, 47.5503006",HU,
LHHO,Hajdúszoboszló Airport,"21.39109993, 47.45920181",HU,
LHJK,Jakabszállás Airport,"19.60560036, 46.74720001",HU,
LHKC,Kecel Heliport,"19.24170303, 46.5363884",HU,
LHKD,Kecskéd Airport,"18.3227005, 47.50790024",HU,
LHKE,Kecskemét Airport,"19.74920082, 46.91749954",HU,
LHKH,Kiskunfélegyháza Airport,"19.8932991, 46.73310089",HU,
lhkk,Kiskunlacháza-airport,"19.08496857, 47.1688852",HU,
LHKV,Kaposvar Kaposújlak Airport,"17.73390007, 46.38639832",HU,
LHMC,Miskolc Airport,"20.79140091, 48.13690186",HU,MCQ
LHMR,Eger Maklár Airport,"20.42280006, 47.81110001",HU,
LHNK,Nagykanizsa Airport,"16.95816994, 46.43200079",HU,
LHNY,Nyíregyháza Airport,"21.6923008, 47.98389816",HU,
LHOY,Őcsény Airport,"18.76919937, 46.30390167",HU,
LHPA,Pápa Air Base,"17.50079918, 47.36360168",HU,
LHPP,Pécs-Pogány Airport,"18.24099922, 45.99089813",HU,PEV
LHPR,Győr-Pér International Airport,"17.81360054, 47.62440109",HU,QGY
LHSA,Szentkirályszabadja Airport,"17.96839905, 47.07789993",HU,
LHSK,Siófok-Kiliti Airport,"18.0958004, 46.85689926",HU,
LHSM,Sármellék International Airport,"17.15909958, 46.68640137",HU,SOB
LHSN,Szolnok Airport,"20.23550034, 47.1228981",HU,
LHSS,Szolnok-Szandaszőlős Sport Airport,"20.19779968, 47.14440155",HU,
LHSY,Szombathely Info Airport,"16.62639999, 47.27999878",HU,
LHSZ,Szentes Aerodrome,"20.28280067, 46.61330032",HU,
LHTA,Taszár Air Base,"17.91749954, 46.39310074",HU,TZR
LHTL,Tököl Airport,"18.98080063, 47.34529877",HU,
LHUD,Szeged Glider Airport,"20.09079933, 46.24689865",HU,QZD
LHZA,Zalaegerszeg Airport,"16.78890038, 46.88470078",HU,
LHZK,Zalakaros Airport,"17.15118, 46.5539",HU,
LIAF,Foligno Airport,"12.71010017, 42.93280029",IT,
LIAP,L'Aquila–Preturo Airport,"13.30920029, 42.37990189",IT,QAQ
LIAQ,Aquino Airport,"13.71879959, 41.48630142",IT,
LIAU,Capua Airport,"14.17800045, 41.11600113",IT,
LIBA,Amendola Airport,"15.71809959, 41.54140091",IT,
LIBC,Crotone Airport,"17.0802002, 38.99720001",IT,CRV
LIBD,Bari Karol Wojtyła Airport,"16.76059914, 41.13890076",IT,BRI
LIBF,"Foggia ""Gino Lisa"" Airport","15.53499985, 41.43289948",IT,FOG
LIBG,"Taranto-Grottaglie ""Marcello Arlotta"" Airport","17.40320015, 40.51750183",IT,TAR
LIBN,Lecce Galatina Air Base,"18.13330078, 40.23920059",IT,LCC
LIBP,Pescara International Airport,"14.18109989, 42.43170166",IT,PSR
LIBR,Brindisi – Salento Airport,"17.9470005, 40.6576004",IT,BDS
LIBV,Gioia Del Colle Airport,"16.93330002, 40.76779938",IT,
LIBX,Martina Franca Air Force Base,"17.33300018, 40.70000076",IT,
LICA,Lamezia Terme Airport,"16.24230003, 38.90539932",IT,SUF
LICB,Comiso Airport,"14.60718155, 36.99460102",IT,CIY
LICC,Catania-Fontanarossa Airport,"15.06639957, 37.46680069",IT,CTA
LICD,Lampedusa Airport,"12.61810017, 35.4978981",IT,LMP
LICG,Pantelleria Airport,"11.96889973, 36.81650162",IT,PNL
LICJ,Falcone–Borsellino Airport,"13.0909996, 38.17599869",IT,PMO
LICL,Aviosuperficie Airone,"14.21420574, 37.11397667",IT,
LICP,Palermo-Boccadifalco Airport,"13.31330013, 38.1108017",IT,
LICR,Reggio Calabria Airport,"15.65159988, 38.07120132",IT,REG
LICT,Vincenzo Florio Airport Trapani-Birgi,"12.48799992, 37.91139984",IT,TPS
LICZ,Sigonella Airport,"14.92240047, 37.40169907",IT,NSY
LIDA,Asiago Airport,"11.51690006, 45.88690186",IT,
LIDB,Belluno Airport,"12.24790001, 46.16749954",IT,BLX
LIDC,Cà Negra Airport,"12.14999962, 45.08300018",IT,
LIDE,Reggio Emilia Airport,"10.66279984, 44.69829941",IT,
LIDF,Fano Airport,"13.02750015, 43.82600021",IT,
LIDG,Lugo Di Romagna Airport,"11.85480022, 44.39820099",IT,
LIDH,Thiene Airport,"11.49650002, 45.67570114",IT,
LIDI,Cortina Airport,"12.11800003, 46.57300186",IT,CDF
LIDL,Legnago Airport,"11.29220009, 45.1332016",IT,
LIDM,Mantova Airport,"10.79444408, 45.13583374",IT,
LIDP,Pavullo Airport,"10.83170033, 44.32239914",IT,
LIDR,Ravenna Airport,"12.22490025, 44.36429977",IT,RAN
LIDT,Trento-Mattarello Airport,"11.12419987, 46.02140045",IT,ZIA
LIDU,Carpi-Budrione Airport,"10.87160015, 44.83520126",IT,
LIDV,Prati Vecchi D'Aguscello Airport,"11.66919994, 44.79029846",IT,
LIDW,Salgareda Carrer Airport,"12.54310036, 45.69919968",IT,
LIEA,Alghero-Fertilia Airport,"8.290769577, 40.63209915",IT,AHO
LIED,Decimomannu Airport,"8.97247982, 39.35419846",IT,DCI
LIEE,Cagliari Elmas Airport,"9.054280281, 39.25149918",IT,CAG
LIEO,Olbia Costa Smeralda Airport,"9.517629623, 40.89870071",IT,OLB
LIER,Oristano-Fenosu Airport,"8.642661, 39.895308",IT,FNU
LIET,Tortolì Airport,"9.682979584, 39.91880035",IT,TTB
LILA,Alessandria Airport,"8.6251297, 44.92520142",IT,
LILB,Alzate Brianza Airport,"9.160719872, 45.77019882",IT,
LILC,Calcinate Del Pesce Airport,"8.768059731, 45.80970001",IT,
LILE,Biella-Cerrione Airport,"8.102780342, 45.49530029",IT,
LILG,Vergiate Airport,"8.699119568, 45.71319962",IT,
LILH,Voghera-Rivanazzano Airport,"9.016530037, 44.95199966",IT,
LILI,Vercelli Airport,"8.417420387, 45.31119919",IT,
LILM,Casale Monferrato Airport,"8.456029892, 45.11119843",IT,
LILN,Varese-Venegono Airport,"8.888230324, 45.74219894",IT,QVA
LILO,Sondrio Caiolo Airport,"9.798060417, 46.15420151",IT,
LILQ,Massa Cinquale Airport,"10.14280033, 43.98600006",IT,QMM
LILR,Cremona-Migliaro Airport,"10.00189972, 45.16740036",IT,
LILS,Clusone Heliport,"9.966388702, 45.88388824",IT,
LILV,Valbrembo Airport,"9.59346962, 45.72079849",IT,
LILY,Como (Idroscalo - Water Ad) Hidroport,"9.069720268, 45.81470108",IT,
LIMA,Torino-Aeritalia Airport,"7.60337019, 45.08639908",IT,
LIMB,Milano-Bresso Airport,"9.20333004, 45.54219818",IT,
LIMC,Malpensa International Airport,"8.728110313, 45.63059998",IT,MXP
LIME,Il Caravaggio International Airport,"9.704170227, 45.6739006",IT,BGY
LIMF,Turin Airport,"7.64963007, 45.20080185",IT,TRN
LIMG,Villanova D'Albenga International Airport,"8.127429962, 44.05059814",IT,ALL
LIMJ,Genoa Cristoforo Colombo Airport,"8.837499619, 44.41329956",IT,GOA
LIML,Linate Airport,"9.276740074, 45.44509888",IT,LIN
LIMN,Cameri Airport [MIL],"8.669219971, 45.52959824",IT,
LIMP,Parma Airport,"10.29640007, 44.82450104",IT,PMF
LIMR,Novi Ligure Airport,"8.786390305, 44.77999878",IT,
LIMS,Piacenza Airport,"9.723329544, 44.9131012",IT,QPZ
LIMW,Aosta Airport,"7.368720055, 45.73849869",IT,AOT
LIMZ,Cuneo International Airport,"7.623219967, 44.54700089",IT,CUF
LINL,Lecce-San Cataldo Airport,"18.297923, 40.35974",IT,
LIPA,Aviano Air Base,"12.5965004, 46.0318985",IT,AVB
LIPB,Bolzano Airport,"11.3263998, 46.46020126",IT,BZO
LIPC,Cervia Air Force Base,"12.30720043, 44.2242012",IT,
LIPD,Udine-Campoformido Air Base,"13.1868, 46.03219986",IT,UDN
LIPE,Bologna Guglielmo Marconi Airport,"11.2887001, 44.53540039",IT,BLQ
LIPF,Ferrara Airport,"11.61340046, 44.81600189",IT,
LIPG,Gorizia Airport,"13.59930038, 45.9068985",IT,
LIPH,Treviso-Sant'Angelo Airport,"12.19439983, 45.64839935",IT,TSF
LIPI,Rivolto Air Base,"13.04930019, 45.97869873",IT,
LIPK,Forlì Airport,"12.07009983, 44.19480133",IT,FRL
LIPL,Ghedi Airport,"10.2677002, 45.43220139",IT,
LIPM,Modena-Marzaglia Airport,"10.808611, 44.631389",IT,
LIPN,Verona-Boscomantico Airport,"10.92790031, 45.47200012",IT,
LIPO,Brescia Airport,"10.33059978, 45.42890167",IT,VBS
LIPQ,Trieste–Friuli Venezia Giulia Airport,"13.47220039, 45.82749939",IT,TRS
LIPR,Federico Fellini International Airport,"12.61170006, 44.02030182",IT,RMI
LIPS,Istrana Airport,"12.08290005, 45.68489838",IT,
LIPT,Vicenza Airport,"11.52950001, 45.57339859",IT,VIC
LIPU,Padova Airport,"11.84790039, 45.39580154",IT,QPA
LIPV,Venice-Lido Airport,"12.38809967, 45.42829895",IT,
LIPX,Verona Villafranca Airport,"10.88850021, 45.39569855",IT,VRN
LIPY,Ancona Falconara Airport,"13.36229992, 43.61629868",IT,AOI
LIPZ,Venice Marco Polo Airport,"12.3519001, 45.50529861",IT,VCE
LIQB,Arezzo Airport,"11.84700012, 43.45589828",IT,QZO
LIQL,Lucca-Tassignano Airport,"10.5781002, 43.82820129",IT,LCV
LIQN,Rieti Airport,"12.85169983, 42.42720032",IT,QRT
LIQS,Siena-Ampugnano Airport,"11.25500011, 43.25630188",IT,SAY
LIQW,Sarzana-Luni Airport,"9.987950325, 44.08800125",IT,QLP
LIRA,Ciampino–G. B. Pastine International Airport,"12.59490013, 41.79940033",IT,CIA
LIRE,Pratica Di Mare Airport,"12.44519997, 41.65449905",IT,
LIRF,Leonardo da Vinci–Fiumicino Airport,"12.25080013, 41.80450058",IT,FCO
LIRG,Guidonia Airport,"12.7407999, 41.99029922",IT,
LIRH,Frosinone Military Airport,"13.29979992, 41.64640045",IT,QFR
LIRI,Salerno Costa d'Amalfi Airport,"14.91129971, 40.62039948",IT,QSR
LIRJ,Marina Di Campo Airport,"10.23939991, 42.76029968",IT,EBA
LIRL,Latina Airport,"12.9090004, 41.54240036",IT,QLT
LIRM,Grazzanise Airport,"14.08189964, 41.06079865",IT,
LIRN,Naples International Airport,"14.29080009, 40.88600159",IT,NAP
LIRP,Pisa International Airport,"10.3927002, 43.68389893",IT,PSA
LIRQ,Peretola Airport,"11.20510006, 43.81000137",IT,FLR
LIRS,Grosseto Airport,"11.07190037, 42.75970078",IT,GRS
LIRU,Urbe Airport,"12.49890041, 41.95190048",IT,
LIRV,Viterbo Airport,"12.0642004, 42.43019867",IT,
LIRZ,Perugia San Francesco d'Assisi – Umbria International Airport,"12.51319981, 43.09590149",IT,PEG
LIVD,Dobbiaco - Toblach Airport,"12.2307229, 46.72702143",IT,
LJAJ,Ajdovščina Airport,"13.88689995, 45.8891983",SI,
LJBL,Lesce-Bled Airport,"14.17389965, 46.35720062",SI,
LJBO,Bovec Letalisce Airport,"13.5486002, 46.32860184",SI,
LJCE,Cerklje Airport,"15.5302, 45.90000153",SI,
LJCL,Celje Glider Airport,"15.22309971, 46.24560165",SI,
LJDI,Divača Airport,"14.00279999, 45.68190002",SI,
LJLJ,Ljubljana Jože Pučnik Airport,"14.45759964, 46.22370148",SI,LJU
LJMB,Maribor Airport,"15.68610001, 46.47990036",SI,MBX
LJMS,Murska Sobota Airport,"16.17499924, 46.62939835",SI,
LJNM,Novo Mesto Airport,"15.11270046, 45.81029892",SI,
LJPO,Postojna Airfield,"14.19470024, 45.75220108",SI,
LJPT,Ptuj Airport,"15.98859978, 46.4253006",SI,
LJPZ,Portoroz Airport,"13.61499977, 45.47340012",SI,POW
LJSG,Slovenj Gradec Airport,"15.11699963, 46.47200012",SI,
LJVE,Šoštanj Airport,"15.04529953, 46.39749908",SI,
LKBA,Břeclav Airport,"16.89249992, 48.79000092",CZ,
LKBE,Benešov Airport,"14.64470005, 49.74079895",CZ,
LKBO,Bohuňovice Airport,"17.29500008, 49.67060089",CZ,
LKBR,Broumov Airport,"16.34280014, 50.56190109",CZ,
LKBU,Bubovice Airport,"14.17809963, 49.97439957",CZ,
LKC,Lekana Airport,"14.606, -2.313",CG,LKC
LKCB,Cheb Airport,"12.41170025, 50.06610107",CZ,
LKCE,Česká Lípa Airport,"14.56669998, 50.70940018",CZ,
LKCH,Chomutov Airport,"13.46809959, 50.46889877",CZ,
LKCL,Černovice Air Base,"16.66080093, 49.17750168",CZ,
LKCM,Medlánky Airport,"16.55500031, 49.23669815",CZ,
LKCO,Choceň Airport,"16.18492126, 49.97727966",CZ,
LKCR,Chrudim Airport,"15.78059959, 49.93640137",CZ,
LKCS,České Budějovice Airport,"14.42749977, 48.94639969",CZ,
LKCT,Chotěboř Airport,"15.67609978, 49.68579865",CZ,
LKCV,Čáslav Air Base,"15.3817997, 49.93970108",CZ,
LKDK,Dvůr Králové Nad Labem Airport,"15.83689976, 50.41419983",CZ,
LKER,Erpužice Airport,"13.03810024, 49.80279922",CZ,
LKFR,Frýdlant Airport,"18.37919998, 49.58940125",CZ,
LKHB,Havlíčkův Brod Airport,"15.54920006, 49.59719849",CZ,
LKHC,Hořice Airport,"15.57670021, 50.35720062",CZ,
LKHD,Hodkovice Nad Mohelkou Airport,"15.0777998, 50.65719986",CZ,
LKHK,Hradec Králové Airport,"15.84519958, 50.25320053",CZ,
LKHN,Hranice Airport,"17.70439911, 49.54610062",CZ,
LKHO,Holešov Airport,"17.56889915, 49.31439972",CZ,GTW
LKHR,Hradčany Airport,"14.73805618, 50.62055588",CZ,
LKHS,Hosin Airport,"14.49499989, 49.04000092",CZ,
LKHV,Hořovice Airport,"13.89350033, 49.84809875",CZ,
LKJA,Jaroměř Airport,"15.95390034, 50.33140182",CZ,
LKJC,Jičín Airport,"15.33310032, 50.43000031",CZ,
LKJH,Jindřichův Hradec Airport,"14.97109985, 49.15029907",CZ,
LKJI,Jihlava Airport,"15.63529968, 49.41939926",CZ,
LKKA,Křižanov Airport,"16.11610031, 49.36830139",CZ,
LKKB,Kbely Air Base,"14.54360008, 50.12139893",CZ,
LKKC,Kříženec Planá Airport,"12.77250004, 49.87060165",CZ,
LKKL,Kladno Airport,"14.08969975, 50.1128006",CZ,
LKKM,Kroměříž Airport,"17.41580009, 49.28559875",CZ,
LKKO,Kolín Airport,"15.17329979, 50.00189972",CZ,
LKKR,Krnov Airport,"17.69470024, 50.07419968",CZ,
LKKT,Klatovy Airport,"13.32190037, 49.41830063",CZ,
LKKU,Kunovice Airport,"17.43969917, 49.02939987",CZ,UHE
LKKV,Karlovy Vary International Airport,"12.91499996, 50.20299911",CZ,KLV
LKKY,Kyjov Airport,"17.12470055, 48.97999954",CZ,
LKLB,Liberec Airport,"15.02499962, 50.7682991",CZ,
LKLN,Plzen Line Airport,"13.27460003, 49.67520142",CZ,
LKLT,Letňany Airport,"14.52560043, 50.13140106",CZ,
LKMB,Mladá Boleslav Airport,"14.89830017, 50.39830017",CZ,
LKMH,Mnichovo Hradiště Airport,"15.00660038, 50.54019928",CZ,
LKMI,Mikulovice Airport,"17.29750061, 50.30170059",CZ,
LKMK,Moravská Třebová Airport,"16.68779945, 49.7983017",CZ,
LKMO,Most Airport,"13.68309975, 50.52500153",CZ,
LKMR,Mariánské Lázně Airport,"12.72469997, 49.92279816",CZ,MKA
